DestinationID,Name,City,State/UT,Type,Tags,Popularity,RatingCount,BestTimeToVisit,WeatherSummary,Latitude,Longitude,EntryFee,AverageCost,RecommendedDuration,Activities,Accessibility,NearestAirport,NearestRailwayStation,Description,DestinationImage,Hotel1_Name,Hotel1_Link,Hotel1_Price,Hotel2_Name,Hotel2_Link,Hotel2_Price,Hotel3_Name,Hotel3_Link,Hotel3_Price,Hotel4_Name,Hotel4_Link,Hotel4_Price
7395,Raja Chail Rock Caves,Chail,Himachal Pradesh,Cave,"spiritual, photography, family-friendly, popular, weekend getaway, scenic",8.99,64314,Oct-Mar,Cool 5-20°C,32.5238,78.2386,0,5886,3-4 hrs,"Cave exploration, Rock climbing, Photography",Partial wheelchair,Chail (CHA),Chail Junction,Famous cave destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Badami_Cave_Temples.jpg/1024px-Badami_Cave_Temples.jpg,Lodge Crown,https://www.google.com/search?q=Lodge+Crown+Chail+hotel+booking,1501,Resort Chail,https://www.google.com/search?q=Resort+Chail+Chail+hotel+booking,2469,Heritage Hotel Chail,https://www.google.com/search?q=Heritage+Hotel+Chail+Chail+hotel+booking,4011,Lodge Palace,https://www.google.com/search?q=Lodge+Palace+Chail+hotel+booking,6511
7396,Gopalpur Marine Beach III,Gopalpur,Odisha,Beach,"peaceful, photography, offbeat, family-friendly, adventure, spiritual, cultural, scenic",9.32,213928,Nov-Feb,Warm 20-35°C,27.0848,86.4551,50,4976,2-3 days,"Beach volleyball, Sunset viewing, Swimming",Partial wheelchair,Gopalpur (GOP),Gopalpur Junction,Popular beach attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Marina_Beach_Chennai.jpg/1024px-Marina_Beach_Chennai.jpg,Marriott Gopalpur,https://www.google.com/search?q=Marriott+Gopalpur+Gopalpur+hotel+booking,1810,Inn Gopalpur,https://www.google.com/search?q=Inn+Gopalpur+Gopalpur+hotel+booking,2521,Lodge Lake View,https://www.google.com/search?q=Lodge+Lake+View+Gopalpur+hotel+booking,4476,Heritage Hotel Heritage,https://www.google.com/search?q=Heritage+Hotel+Heritage+Gopalpur+hotel+booking,6404
7397,Port Blair Camping Site,Port Blair,Andaman and Nicobar Islands,Adventure,"scenic, spiritual, historical, cultural, popular",8.9,388626,Oct-Mar,Warm 20-35°C,24.2935,78.5493,300,6554,4-5 hrs,"Trekking, Rock climbing, Camping",Not wheelchair accessible,Port Blair (POR),Port Blair Junction,Must-visit adventure spot in Andaman and Nicobar Islands,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pangong_tso.jpg/1024px-Pangong_tso.jpg,Hotel Palace,https://www.google.com/search?q=Hotel+Palace+Port+Blair+hotel+booking,1479,Boutique Hotel Grand,https://www.google.com/search?q=Boutique+Hotel+Grand+Port+Blair+hotel+booking,2393,Heritage Hotel Grand,https://www.google.com/search?q=Heritage+Hotel+Grand+Port+Blair+hotel+booking,4140,Lodge Lake View,https://www.google.com/search?q=Lodge+Lake+View+Port+Blair+hotel+booking,6594
7398,Leh Hill Resort,Leh,Jammu and Kashmir,Hill Station,"cultural, spiritual, adventure, weekend getaway",8.24,299369,Mar-Jun,Cold 0-15°C,34.9814,79.0908,50,6083,Half day,"Cable car ride, Shopping, Nature walks",Limited wheelchair,Leh (LEH),Leh Junction,Must-visit hill station spot in Jammu and Kashmir,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Coorg_Coffee_Plantation.jpg/1024px-Coorg_Coffee_Plantation.jpg,Lodge Crown,https://www.google.com/search?q=Lodge+Crown+Leh+hotel+booking,1971,Radisson Leh,https://www.google.com/search?q=Radisson+Leh+Leh+hotel+booking,2616,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Leh+hotel+booking,4303,Resort Imperial,https://www.google.com/search?q=Resort+Imperial+Leh+hotel+booking,6894
7399,Rani Kavaratti Rafting Point,Kavaratti,Lakshadweep,Adventure,"peaceful, adventure, photography, cultural",8.26,213707,Year-round,Moderate 18-32°C,23.6062,76.1946,750,3722,Full day,"Trekking, Camping, Paragliding",Full wheelchair access,Kavaratti (KAV),Kavaratti Junction,A beautiful adventure destination in Kavaratti,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Ram_Jhula_Rishikesh.jpg/1024px-Ram_Jhula_Rishikesh.jpg,Resort Grand,https://www.google.com/search?q=Resort+Grand+Kavaratti+hotel+booking,1329,Lodge Lake View,https://www.google.com/search?q=Lodge+Lake+View+Kavaratti+hotel+booking,2972,Boutique Hotel Crown,https://www.google.com/search?q=Boutique+Hotel+Crown+Kavaratti+hotel+booking,3854,Treebo Kavaratti,https://www.google.com/search?q=Treebo+Kavaratti+Kavaratti+hotel+booking,6390
7400,Sri Uttarakhand 2,Auli,Uttarakhand,Temple,"peaceful, offbeat, scenic, popular",5.83,160900,Mar-Jun,Cool 5-20°C,32.2549,75.6248,750,2193,3-4 hrs,"Photography, Architecture tour, Prayer",Limited wheelchair,Auli (AUL),Auli Junction,A beautiful temple destination in Auli,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,Lodge Royal,https://www.google.com/search?q=Lodge+Royal+Auli+hotel+booking,1989,Lemon Tree Auli,https://www.google.com/search?q=Lemon+Tree+Auli+Auli+hotel+booking,2467,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Auli+hotel+booking,4035,Inn Palace,https://www.google.com/search?q=Inn+Palace+Auli+hotel+booking,6457
7401,Kavaratti Camping Site,Kavaratti,Lakshadweep,Adventure,"weekend getaway, popular, nature, spiritual, cultural",9.7,340657,Oct-Mar,Pleasant 15-30°C,24.4303,77.7785,100,3515,Full day,"Trekking, Paragliding, Rock climbing",Wheelchair accessible,Kavaratti (KAV),Kavaratti Junction,Must-visit adventure spot in Lakshadweep,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Thar_Desert_Rajasthan.jpg/1024px-Thar_Desert_Rajasthan.jpg,Palace Hotel Crown,https://www.google.com/search?q=Palace+Hotel+Crown+Kavaratti+hotel+booking,1932,Inn Kavaratti,https://www.google.com/search?q=Inn+Kavaratti+Kavaratti+hotel+booking,2264,Oberoi Kavaratti,https://www.google.com/search?q=Oberoi+Kavaratti+Kavaratti+hotel+booking,4271,Hotel Kavaratti,https://www.google.com/search?q=Hotel+Kavaratti+Kavaratti+hotel+booking,6669
7402,Belgaum Backwater,Belgaum,Karnataka,Lake,"scenic, family-friendly, cultural, adventure",6.86,280712,Dec-Feb,Humid 25-35°C,13.3029,75.665,0,3835,1-2 hrs,"Boating, Picnic, Bird watching",Wheelchair accessible,Bangalore (BLR),Belgaum Junction,Must-visit lake spot in Karnataka,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Kerala_houseboat.jpg/1024px-Kerala_houseboat.jpg,Treebo Belgaum,https://www.google.com/search?q=Treebo+Belgaum+Belgaum+hotel+booking,1602,Palace Hotel Lake View,https://www.google.com/search?q=Palace+Hotel+Lake+View+Belgaum+hotel+booking,2413,Resort Palace,https://www.google.com/search?q=Resort+Palace+Belgaum+hotel+booking,4057,Inn Lake View,https://www.google.com/search?q=Inn+Lake+View+Belgaum+hotel+booking,6955
7403,Maha Anjuna,Anjuna,Goa,Fort,"photography, offbeat, historical, family-friendly, spiritual, adventure, scenic, peaceful",9.03,400746,Sep-May,Warm 20-35°C,24.3117,72.0209,20,5193,2-3 days,"Photography, Historical tour, Light & sound show",Limited wheelchair,Goa (GOI),Anjuna Junction,A beautiful fort destination in Anjuna,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Valley_of_Flowers_Uttarakhand.jpg/1024px-Valley_of_Flowers_Uttarakhand.jpg,Heritage Hotel Imperial,https://www.google.com/search?q=Heritage+Hotel+Imperial+Anjuna+hotel+booking,1996,Marriott Anjuna,https://www.google.com/search?q=Marriott+Anjuna+Anjuna+hotel+booking,2908,Inn Royal,https://www.google.com/search?q=Inn+Royal+Anjuna+hotel+booking,4234,Radisson Anjuna,https://www.google.com/search?q=Radisson+Anjuna+Anjuna+hotel+booking,6340
7404,Shri Rajasthan III,Ranthambore,Rajasthan,Museum,"peaceful, family-friendly, photography, cultural",7.55,244778,Nov-Mar,Warm 20-35°C,21.6803,72.4557,0,4437,Half day,"Photography, Guided tour, Exhibitions",Limited wheelchair,Jaipur (JAI),Ranthambore Junction,Must-visit museum spot in Rajasthan,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Ranthambore+hotel+booking,1760,Lemon Tree Ranthambore,https://www.google.com/search?q=Lemon+Tree+Ranthambore+Ranthambore+hotel+booking,2761,Heritage Hotel Lake View,https://www.google.com/search?q=Heritage+Hotel+Lake+View+Ranthambore+hotel+booking,4184,OYO Ranthambore,https://www.google.com/search?q=OYO+Ranthambore+Ranthambore+hotel+booking,6618
7405,New Tirupati I,Tirupati,Andhra Pradesh,Heritage,"historical, photography, nature, popular, cultural, adventure, weekend getaway, family-friendly",6.89,257025,Oct-Mar,Humid 25-35°C,15.6617,77.5417,500,6273,2-3 hrs,"Photography, Guided tour, Cultural shows",Partial wheelchair,Tirupati (TIR),Tirupati Junction,Scenic heritage location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Tea_gardens_Munnar_Kerala.jpg/1024px-Tea_gardens_Munnar_Kerala.jpg,Hyatt Tirupati,https://www.google.com/search?q=Hyatt+Tirupati+Tirupati+hotel+booking,1242,Oberoi Tirupati,https://www.google.com/search?q=Oberoi+Tirupati+Tirupati+hotel+booking,2949,Lemon Tree Tirupati,https://www.google.com/search?q=Lemon+Tree+Tirupati+Tirupati+hotel+booking,3749,Lodge Royal,https://www.google.com/search?q=Lodge+Royal+Tirupati+hotel+booking,6775
7406,Dwarka Water Falls,Dwarka,Gujarat,Waterfall,"photography, nature, adventure, popular, offbeat, historical",7.93,207311,Oct-Mar,Warm 20-35°C,24.6484,70.3535,20,6184,1-2 days,"Photography, Nature walk, Swimming",Limited wheelchair,Ahmedabad (AMD),Dwarka Junction,A beautiful waterfall destination in Dwarka,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Mysore_Palace_Morning.jpg/1024px-Mysore_Palace_Morning.jpg,Oberoi Dwarka,https://www.google.com/search?q=Oberoi+Dwarka+Dwarka+hotel+booking,1950,Marriott Dwarka,https://www.google.com/search?q=Marriott+Dwarka+Dwarka+hotel+booking,2851,Treebo Dwarka,https://www.google.com/search?q=Treebo+Dwarka+Dwarka+hotel+booking,3965,Boutique Hotel Grand,https://www.google.com/search?q=Boutique+Hotel+Grand+Dwarka+hotel+booking,6590
7407,Ancient Visakhapatnam Rafting Point,Visakhapatnam,Andhra Pradesh,Adventure,"weekend getaway, offbeat, family-friendly, peaceful, spiritual, popular, scenic",6.56,377091,Sep-May,Humid 25-35°C,9.9989,75.1576,500,6015,4-5 hrs,"Rafting, Trekking, Camping",Partial wheelchair,Visakhapatnam (VIS),Visakhapatnam Junction,Popular adventure attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Valley_of_Flowers_Uttarakhand.jpg/1024px-Valley_of_Flowers_Uttarakhand.jpg,OYO Visakhapatnam,https://www.google.com/search?q=OYO+Visakhapatnam+Visakhapatnam+hotel+booking,1908,Heritage Hotel Crown,https://www.google.com/search?q=Heritage+Hotel+Crown+Visakhapatnam+hotel+booking,2712,Marriott Visakhapatnam,https://www.google.com/search?q=Marriott+Visakhapatnam+Visakhapatnam+hotel+booking,3872,ITC Visakhapatnam,https://www.google.com/search?q=ITC+Visakhapatnam+Visakhapatnam+hotel+booking,6952
7408,Grand Bhopal I,Bhopal,Madhya Pradesh,Cave,"weekend getaway, nature, adventure, cultural, peaceful, spiritual, popular",7.82,258192,Sep-May,Hot 25-45°C,23.1776,77.081,50,6740,1-2 days,"Cave exploration, Rock climbing, Photography",Wheelchair accessible,Bhopal (BHO),Bhopal Junction,Famous cave destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Alappuzha_backwaters.jpg/1024px-Alappuzha_backwaters.jpg,Hotel Crown,https://www.google.com/search?q=Hotel+Crown+Bhopal+hotel+booking,1278,Inn Imperial,https://www.google.com/search?q=Inn+Imperial+Bhopal+hotel+booking,2610,Lodge Grand,https://www.google.com/search?q=Lodge+Grand+Bhopal+hotel+booking,3723,Resort Palace,https://www.google.com/search?q=Resort+Palace+Bhopal+hotel+booking,6465
7409,Rani Champhai Sandy Shore,Champhai,Mizoram,Beach,"nature, photography, adventure, weekend getaway",7.66,465798,Oct-Mar,Warm 20-35°C,26.5029,86.4319,100,7174,1-2 days,"Beach volleyball, Sunset viewing, Swimming",Partial wheelchair,Champhai (CHA),Champhai Junction,Famous beach destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Kovalam_beach_Kerala.jpg/1024px-Kovalam_beach_Kerala.jpg,Hotel Royal,https://www.google.com/search?q=Hotel+Royal+Champhai+hotel+booking,1585,Hyatt Champhai,https://www.google.com/search?q=Hyatt+Champhai+Champhai+hotel+booking,2534,Heritage Hotel Heritage,https://www.google.com/search?q=Heritage+Hotel+Heritage+Champhai+hotel+booking,4465,Radisson Champhai,https://www.google.com/search?q=Radisson+Champhai+Champhai+hotel+booking,6527
7410,Kargil Fort,Kargil,Jammu and Kashmir,Fort,"historical, weekend getaway, photography, family-friendly",8.54,483192,Mar-Jun,Chilly -5 to 15°C,34.5412,76.0596,0,6364,3-4 hrs,"Fort exploration, Historical tour, Photography",Wheelchair accessible,Kargil (KAR),Kargil Junction,Scenic fort location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Gwalior_Fort_%28cropped%29.jpg/1024px-Gwalior_Fort_%28cropped%29.jpg,Resort Heritage,https://www.google.com/search?q=Resort+Heritage+Kargil+hotel+booking,1277,Palace Hotel Lake View,https://www.google.com/search?q=Palace+Hotel+Lake+View+Kargil+hotel+booking,2590,Hotel Royal,https://www.google.com/search?q=Hotel+Royal+Kargil+hotel+booking,4024,Lemon Tree Kargil,https://www.google.com/search?q=Lemon+Tree+Kargil+Kargil+hotel+booking,6337
7411,Maha Punjab,Bathinda,Punjab,Temple,"cultural, photography, spiritual, scenic, adventure",6.76,290685,Sep-May,Pleasant 15-30°C,28.8697,75.9073,1000,5471,1-2 hrs,"Prayer, Architecture tour, Photography",Full wheelchair access,Amritsar (ATQ),Bathinda Junction,A beautiful temple destination in Bathinda,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Varanasi_-_Dashashwamedh_Ghat.jpg/1024px-Varanasi_-_Dashashwamedh_Ghat.jpg,Lodge Heritage,https://www.google.com/search?q=Lodge+Heritage+Bathinda+hotel+booking,1761,Heritage Hotel Heritage,https://www.google.com/search?q=Heritage+Hotel+Heritage+Bathinda+hotel+booking,2252,Inn Grand,https://www.google.com/search?q=Inn+Grand+Bathinda+hotel+booking,4462,Radisson Bathinda,https://www.google.com/search?q=Radisson+Bathinda+Bathinda+hotel+booking,6524
7412,Delhi 5,Nehru Place,Delhi,Temple,"offbeat, spiritual, weekend getaway, photography, historical, family-friendly, peaceful",5.71,136719,Sep-May,Pleasant 15-30°C,32.7331,77.7264,750,6842,3-4 hrs,"Prayer, Architecture tour, Religious ceremonies",Limited wheelchair,Delhi (DEL),Nehru Place Junction,Popular temple attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Baga_beach_goa.jpg/1024px-Baga_beach_goa.jpg,Treebo Nehru Place,https://www.google.com/search?q=Treebo+Nehru+Place+Nehru+Place+hotel+booking,1396,ITC Nehru Place,https://www.google.com/search?q=ITC+Nehru+Place+Nehru+Place+hotel+booking,2415,ITC Nehru Place,https://www.google.com/search?q=ITC+Nehru+Place+Nehru+Place+hotel+booking,4322,Hotel Royal,https://www.google.com/search?q=Hotel+Royal+Nehru+Place+hotel+booking,6907
7413,Mount Abu Lagoon,Mount Abu,Rajasthan,Lake,"peaceful, spiritual, photography, adventure",6.83,337993,Oct-Mar,Hot 25-45°C,21.3723,69.4342,50,7378,4-5 hrs,"Photography, Boating, Picnic",Partial wheelchair,Jaipur (JAI),Mount Abu Junction,Scenic lake location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,Lodge Heritage,https://www.google.com/search?q=Lodge+Heritage+Mount+Abu+hotel+booking,1829,Hyatt Mount Abu,https://www.google.com/search?q=Hyatt+Mount+Abu+Mount+Abu+hotel+booking,2816,Lemon Tree Mount Abu,https://www.google.com/search?q=Lemon+Tree+Mount+Abu+Mount+Abu+hotel+booking,4215,Boutique Hotel Mount Abu,https://www.google.com/search?q=Boutique+Hotel+Mount+Abu+Mount+Abu+hotel+booking,6434
7414,Ancient Konark Historic Site,Konark,Odisha,Heritage,"adventure, photography, nature, cultural, offbeat, family-friendly, historical, scenic",6.56,178334,Nov-Feb,Pleasant 15-30°C,27.554,94.3461,150,3196,Half day,"Cultural shows, Heritage walk, Guided tour",Limited wheelchair,Konark (KON),Konark Junction,Scenic heritage location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Shimla_India.jpg/1024px-Shimla_India.jpg,Heritage Hotel Royal,https://www.google.com/search?q=Heritage+Hotel+Royal+Konark+hotel+booking,1787,ITC Konark,https://www.google.com/search?q=ITC+Konark+Konark+hotel+booking,2420,Lemon Tree Konark,https://www.google.com/search?q=Lemon+Tree+Konark+Konark+hotel+booking,3893,Marriott Konark,https://www.google.com/search?q=Marriott+Konark+Konark+hotel+booking,6543
7415,New Kalimpong III,Kalimpong,West Bengal,Heritage,"photography, nature, peaceful, popular, historical, scenic",7.23,159331,Oct-Mar,Humid 25-35°C,26.5767,89.7141,20,7682,Half day,"Photography, Guided tour, Heritage walk",Limited wheelchair,Kolkata (CCU),Kalimpong Junction,Famous heritage destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Ranthambhore_National_Park_Tiger.jpg/1024px-Ranthambhore_National_Park_Tiger.jpg,Lodge Grand,https://www.google.com/search?q=Lodge+Grand+Kalimpong+hotel+booking,1571,Heritage Hotel Imperial,https://www.google.com/search?q=Heritage+Hotel+Imperial+Kalimpong+hotel+booking,2582,Oberoi Kalimpong,https://www.google.com/search?q=Oberoi+Kalimpong+Kalimpong+hotel+booking,4295,Treebo Kalimpong,https://www.google.com/search?q=Treebo+Kalimpong+Kalimpong+hotel+booking,6522
7416,Moreh Cave Complex I,Moreh,Manipur,Cave,"offbeat, popular, family-friendly, peaceful, historical, photography, weekend getaway, cultural",5.75,466557,Oct-Mar,Moderate 18-32°C,24.6764,93.6775,750,7161,Full day,"Rock climbing, Cave exploration, Photography",Not wheelchair accessible,Moreh (MOR),Moreh Junction,A beautiful cave destination in Moreh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Amarnath_Cave_Kashmir.jpg/800px-Amarnath_Cave_Kashmir.jpg,Lodge Grand,https://www.google.com/search?q=Lodge+Grand+Moreh+hotel+booking,1647,Boutique Hotel Royal,https://www.google.com/search?q=Boutique+Hotel+Royal+Moreh+hotel+booking,2993,Boutique Hotel Grand,https://www.google.com/search?q=Boutique+Hotel+Grand+Moreh+hotel+booking,4498,Heritage Hotel Royal,https://www.google.com/search?q=Heritage+Hotel+Royal+Moreh+hotel+booking,6638
7417,Assam III,Guwahati,Assam,Garden,"offbeat, cultural, weekend getaway, popular, family-friendly, peaceful",5.59,243714,Year-round,Moderate 18-32°C,22.1218,88.0121,500,968,1-2 hrs,"Photography, Leisure, Nature walk",Wheelchair accessible,Guwahati (GUW),Guwahati Junction,Must-visit garden spot in Assam,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/The_Golden_Temple_of_Amrith.jpg/1024px-The_Golden_Temple_of_Amrith.jpg,Oberoi Guwahati,https://www.google.com/search?q=Oberoi+Guwahati+Guwahati+hotel+booking,1912,ITC Guwahati,https://www.google.com/search?q=ITC+Guwahati+Guwahati+hotel+booking,2415,OYO Guwahati,https://www.google.com/search?q=OYO+Guwahati+Guwahati+hotel+booking,4135,Resort Guwahati,https://www.google.com/search?q=Resort+Guwahati+Guwahati+hotel+booking,6765
7418,Vijayawada Rock Climbing Site,Vijayawada,Andhra Pradesh,Adventure,"adventure, historical, nature, cultural, offbeat",7.4,309823,Nov-Feb,Humid 25-35°C,12.3503,75.5977,500,1434,Half day,"Rafting, Trekking, Paragliding",Limited wheelchair,Vijayawada (VIJ),Vijayawada Junction,Popular adventure attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Leh_Town.jpg/1024px-Leh_Town.jpg,Hotel Crown,https://www.google.com/search?q=Hotel+Crown+Vijayawada+hotel+booking,1922,Palace Hotel Royal,https://www.google.com/search?q=Palace+Hotel+Royal+Vijayawada+hotel+booking,2509,Boutique Hotel Imperial,https://www.google.com/search?q=Boutique+Hotel+Imperial+Vijayawada+hotel+booking,3886,Lodge Crown,https://www.google.com/search?q=Lodge+Crown+Vijayawada+hotel+booking,6575
7419,Raja Jabalpur,Jabalpur,Madhya Pradesh,Waterfall,"popular, historical, spiritual, peaceful, photography, offbeat",6.96,403483,Nov-Feb,Hot 25-45°C,24.4457,77.1694,50,1983,2-3 hrs,"Nature walk, Trekking, Photography",Full wheelchair access,Jabalpur (JAB),Jabalpur Junction,Scenic waterfall location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/The_Golden_Temple_of_Amrith.jpg/1024px-The_Golden_Temple_of_Amrith.jpg,Heritage Hotel Lake View,https://www.google.com/search?q=Heritage+Hotel+Lake+View+Jabalpur+hotel+booking,1911,Oberoi Jabalpur,https://www.google.com/search?q=Oberoi+Jabalpur+Jabalpur+hotel+booking,2518,OYO Jabalpur,https://www.google.com/search?q=OYO+Jabalpur+Jabalpur+hotel+booking,4397,Hotel Imperial,https://www.google.com/search?q=Hotel+Imperial+Jabalpur+hotel+booking,6469
